# .\interface-reaxff.dat file format coords

3171 atoms
5 atom types

 -15.0000   15.0000     xlo xhi
 -15.0000   15.0000     ylo yhi
 -15.0000   15.0000     zlo zhi

 Masses

 1 1.0079
 2 15.9994
 3 12.018
 4 14.0067
 5 63.546

 Atoms

   1  1  0.0  -2.173633  -9.863545  10.179360
   2  1  0.0  -2.171331  -8.233101  10.087264
   3  2  0.0  -2.739341  -9.041328  10.242996
   4  1  0.0  -5.112321  12.122064  -15.386764
   5  1  0.0  -6.700571  12.492273  -15.471884
   6  2  0.0  -6.039177  11.786131  -15.218822
   7  1  0.0  3.876421  7.954011  5.999400
   8  1  0.0  2.538732  8.732433  5.478358
   9  2  0.0  3.342878  8.210628  5.193425
   10  1  0.0  -14.334583  -5.370751  11.554129
   11  1  0.0  -15.498470  -4.593850  12.395928
   12  2  0.0  -14.608707  -4.494401  11.950338
   13  1  0.0  -14.960162  8.240367  5.046050
   14  1  0.0  -13.962957  8.760550  6.230038
   15  2  0.0  -14.871770  8.861255  5.825025
   16  1  0.0  14.094285  4.328006  -9.836901
   17  1  0.0  12.607247  3.744094  -9.498374
   18  2  0.0  13.152844  4.575111  -9.607240
   19  1  0.0  -4.826294  -14.559953  -13.894616
   20  1  0.0  -3.341201  -13.932312  -14.154234
   21  2  0.0  -3.843600  -14.729318  -13.818831
   22  1  0.0  -2.348183  -13.481861  -12.244221
   23  1  0.0  -1.728969  -14.992107  -12.193544
   24  2  0.0  -2.551908  -14.441846  -12.051761
   25  1  0.0  0.512623  -5.626745  -0.865618
   26  1  0.0  -0.939344  -6.112091  -1.434007
   27  2  0.0  -0.022476  -5.806538  -1.691124
   28  1  0.0  12.118535  12.058605  -12.462923
   29  1  0.0  13.529408  12.541980  -11.797623
   30  2  0.0  13.079642  11.819970  -12.323485
   31  1  0.0  11.642263  -2.055038  -15.259162
   32  1  0.0  10.071208  -1.663104  -15.471315
   33  2  0.0  10.915442  -1.421994  -14.992511
   34  1  0.0  1.323337  10.378112  7.527447
   35  1  0.0  2.730295  11.205705  7.576363
   36  2  0.0  2.319063  10.299445  7.477884
   37  1  0.0  5.976798  6.504964  10.245377
   38  1  0.0  4.977409  7.793681  10.330616
   39  2  0.0  5.895630  7.487717  10.078873
   40  1  0.0  -5.840161  -5.045131  5.944274
   41  1  0.0  -4.479139  -5.939355  5.822534
   42  2  0.0  -4.840714  -5.018127  5.966478
   43  1  0.0  13.797451  8.251374  -12.166363
   44  1  0.0  12.638979  8.408378  -13.306596
   45  2  0.0  12.969450  7.843011  -12.550773
   46  1  0.0  7.068780  11.541590  -15.471269
   47  1  0.0  6.469782  10.038512  -15.250375
   48  2  0.0  6.243771  11.012445  -15.272573
   49  1  0.0  -0.862620  -8.133379  -13.235496
   50  1  0.0  -2.185713  -8.951747  -12.738972
   51  2  0.0  -1.262736  -9.041727  -13.113318
   52  1  0.0  -6.082068  13.826739  -13.468084
   53  1  0.0  -4.651314  13.047245  -13.357779
   54  2  0.0  -5.644945  12.934033  -13.358017
   55  1  0.0  10.203963  -13.658433  14.418779
   56  1  0.0  11.392060  -12.543432  14.528487
   57  2  0.0  10.807738  -13.054674  13.898156
   58  1  0.0  7.367094  8.144263  8.145302
   59  1  0.0  7.150086  6.554640  7.840600
   60  2  0.0  7.448072  7.221931  8.523275
   61  1  0.0  -4.092057  -11.487953  1.527197
   62  1  0.0  -4.298856  -12.030443  0.000837
   63  2  0.0  -3.635804  -11.898880  0.737838
   64  1  0.0  -3.445641  -13.093426  -4.115878
   65  1  0.0  -2.599384  -12.350683  -5.298679
   66  2  0.0  -2.856875  -13.236097  -4.911564
   67  1  0.0  12.740709  12.157664  5.354077
   68  1  0.0  14.322571  11.858494  5.080130
   69  2  0.0  13.669838  12.509888  5.467098
   70  1  0.0  -14.496345  -1.048628  9.644961
   71  1  0.0  -15.222508  -2.021215  8.552443
   72  2  0.0  -15.244244  -1.119749  8.984882
   73  1  0.0  3.914032  11.915120  -9.310006
   74  1  0.0  5.363954  12.003983  -8.563906
   75  2  0.0  4.819028  12.340098  -9.332151
   76  1  0.0  7.988020  2.764189  -1.867221
   77  1  0.0  7.409092  4.260496  -1.562683
   78  2  0.0  8.143077  3.742850  -2.002484
   79  1  0.0  -9.827042  -2.793881  -9.557870
   80  1  0.0  -9.940049  -4.023702  -8.489410
   81  2  0.0  -10.155029  -3.060576  -8.651551
   82  1  0.0  6.424099  8.526250  -11.401129
   83  1  0.0  7.144627  9.991477  -11.373126
   84  2  0.0  6.282843  9.508171  -11.527594
   85  1  0.0  10.716887  12.647692  12.662796
   86  1  0.0  9.547426  12.228313  11.602928
   87  2  0.0  9.944724  12.984072  12.123602
   88  1  0.0  1.281837  -10.990358  -8.029673
   89  1  0.0  2.375496  -9.907198  -7.484227
   90  2  0.0  1.747699  -10.128536  -8.230550
   91  1  0.0  6.299903  3.811948  -6.887635
   92  1  0.0  7.523760  3.608538  -5.825733
   93  2  0.0  6.605686  3.305397  -6.081397
   94  1  0.0  0.692884  -10.197343  3.233643
   95  1  0.0  2.047693  -10.719578  2.486248
   96  2  0.0  1.383376  -10.920248  3.206340
   97  1  0.0  10.389183  10.936817  14.352361
   98  1  0.0  9.053018  9.999259  14.402183
   99  2  0.0  9.392143  10.939654  14.429938
   100  1  0.0  -4.633150  1.712879  14.263801
   101  1  0.0  -3.658249  2.995956  14.528596
   102  2  0.0  -4.608797  2.694733  14.452177
   103  1  0.0  -10.927611  -7.558907  0.084093
   104  1  0.0  -12.377940  -8.019301  -0.508715
   105  2  0.0  -11.822618  -7.237385  -0.225267
   106  1  0.0  -7.730145  -14.799214  10.447075
   107  1  0.0  -7.531293  -13.510056  11.429605
   108  2  0.0  -7.811545  -13.804860  10.516004
   109  1  0.0  13.812214  1.094109  10.660114
   110  1  0.0  12.333199  0.880304  11.318627
   111  2  0.0  12.849025  0.911606  10.462437
   112  1  0.0  8.427352  3.454087  12.671440
   113  1  0.0  7.182226  4.429567  12.265317
   114  2  0.0  8.177677  4.361275  12.332636
   115  1  0.0  13.708052  -9.029896  -10.915172
   116  1  0.0  14.506236  -7.648094  -11.262104
   117  2  0.0  14.225767  -8.540108  -11.616738
   118  1  0.0  -8.082446  -9.536433  5.944745
   119  1  0.0  -7.503215  -9.088675  7.404485
   120  2  0.0  -8.094703  -8.821304  6.643713
   121  1  0.0  -1.523903  11.660875  10.019018
   122  1  0.0  -1.174789  10.065920  10.051777
   123  2  0.0  -0.786749  10.985636  9.991238
   124  1  0.0  5.264830  12.282782  7.147561
   125  1  0.0  4.759650  11.365018  8.400293
   126  2  0.0  5.519770  11.904096  8.037347
   127  1  0.0  -4.610888  1.683439  11.785021
   128  1  0.0  -3.057779  2.126683  11.543725
   129  2  0.0  -3.989783  2.189671  11.186628
   130  1  0.0  -15.492511  9.898442  10.291295
   131  1  0.0  -15.496795  11.530998  10.251577
   132  2  0.0  -14.975285  10.722218  10.523644
   133  1  0.0  -9.157493  -14.298010  8.850602
   134  1  0.0  -7.777912  -13.640033  8.275574
   135  2  0.0  -8.765282  -13.513035  8.370913
   136  1  0.0  -5.257997  7.309109  -11.774366
   137  1  0.0  -4.856240  5.903138  -11.047267
   138  2  0.0  -5.169620  6.320933  -11.900120
   139  1  0.0  -11.017663  -11.874237  -4.801837
   140  1  0.0  -10.423232  -13.285204  -4.233805
   141  2  0.0  -10.766488  -12.811259  -5.044773
   142  1  0.0  -4.806766  11.870990  -4.501425
   143  1  0.0  -3.534671  12.445944  -3.654055
   144  2  0.0  -4.509146  12.224674  -3.614608
